ORPHA:58	Alexander disease
ORPHA:251636	Ependymoma
ORPHA:2409	Lowry-MacLean syndrome
ORPHA:251643	Myxopapillary ependymoma
ORPHA:2463	Marfanoid habitus-autosomal recessive intellectual disability syndrome
ORPHA:2437	Czeizel-Losonci syndrome
ORPHA:2736	Lethal omphalocele-cleft palate syndrome
ORPHA:2502	Metaphyseal dysostosis-intellectual disability-conductive deafness syndrome
ORPHA:2751	Orofaciodigital syndrome type 2
ORPHA:2752	Orofaciodigital syndrome type 3
ORPHA:2788	Osteoporosis-pseudoglioma syndrome
ORPHA:2865	Short stature-webbed neck-heart disease syndrome
ORPHA:2919	Orofaciodigital syndrome type 5
ORPHA:2920	Oliver syndrome
ORPHA:2921	Preaxial polydactyly-colobomata-intellectual disability syndrome
ORPHA:3010	Qazi-Markouizos syndrome
ORPHA:3041	Intellectual disability-balding-patella luxation-acromicria syndrome
ORPHA:3044	Intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome
ORPHA:3101	Richieri Costa-da Silva syndrome
ORPHA:3132	Say-Barber-Miller syndrome
ORPHA:798	Schinzel-Giedion syndrome
ORPHA:79499	Autosomal dominant deafness-onychodystrophy syndrome
ORPHA:79500	DOORS syndrome
ORPHA:529965	Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome
ORPHA:352470	DNA2-related mitochondrial DNA deletion syndrome
ORPHA:352447	Progressive external ophthalmoplegia-myopathy-emaciation syndrome
ORPHA:79665	Gardner syndrome
ORPHA:457050	Autosomal dominant mitochondrial myopathy with exercise intolerance
ORPHA:600	Vocal cord and pharyngeal distal myopathy
ORPHA:330054	Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome
ORPHA:496689	Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome
ORPHA:324588	Familial dyskinesia and facial myokymia
ORPHA:521390	Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome
ORPHA:320406	Spastic paraplegia-optic atrophy-neuropathy syndrome
ORPHA:504476	Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome
ORPHA:2826	Spastic paraplegia-precocious puberty syndrome
ORPHA:496756	Early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome
ORPHA:95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome
ORPHA:71272	Sandifer syndrome
ORPHA:363429	Autosomal recessive cerebellar ataxia-pyramidal signs-nystagmus-oculomotor apraxia syndrome
ORPHA:247806	APC-related attenuated familial adenomatous polyposis
ORPHA:247798	MUTYH-related attenuated familial adenomatous polyposis
ORPHA:220460	Attenuated familial adenomatous polyposis
ORPHA:157798	Serrated polyposis syndrome
ORPHA:529970	Male infertility due to acephalic spermatozoa
ORPHA:261584	Familial adenomatous polyposis due to 5q22.2 microdeletion
ORPHA:90026	Primary erythromelalgia
ORPHA:157794	Hereditary mixed polyposis syndrome
ORPHA:447877	Polymerase proofreading-related adenomatous polyposis
ORPHA:401911	AXIN2-related attenuated familial adenomatous polyposis
ORPHA:454840	NTHL1-related attenuated familial adenomatous polyposis
ORPHA:480536	MSH3-related attenuated familial adenomatous polyposis
ORPHA:59135	Laing early-onset distal myopathy
ORPHA:399096	Distal anoctaminopathy
ORPHA:98911	Distal myotilinopathy
ORPHA:502423	Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome
ORPHA:663	Mitochondrial DNA-related progressive external ophthalmoplegia
ORPHA:3208	Isolated succinate-CoQ reductase deficiency
ORPHA:98908	Neutral lipid storage myopathy
ORPHA:254875	Mitochondrial DNA depletion syndrome, myopathic form
ORPHA:399058	Alpha-B crystallin-related late-onset myopathy
ORPHA:70595	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome
ORPHA:746	Mitochondrial trifunctional protein deficiency
ORPHA:399103	Distal nebulin myopathy
ORPHA:329478	Adult-onset distal myopathy due to VCP mutation
ORPHA:397744	Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome
ORPHA:399081	KLHL9-related early-onset distal myopathy
ORPHA:399086	Finnish upper limb-onset distal myopathy
ORPHA:488650	Distal myopathy, Tateyama type
ORPHA:178400	Distal myopathy with anterior tibial onset
ORPHA:531151	9q21.13 microdeletion syndrome
ORPHA:496790	Ocular anomalies-axonal neuropathy-developmental delay syndrome
ORPHA:300570	Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation
ORPHA:280633	Multiple congenital anomalies-hypotonia-seizures syndrome
ORPHA:69085	Limb-mammary syndrome
ORPHA:442835	Non-specific early-onset epileptic encephalopathy
ORPHA:447757	Autosomal dominant spastic paraplegia type 9B
ORPHA:254857	Lethal infantile mitochondrial myopathy
ORPHA:2596	Myopathy and diabetes mellitus
ORPHA:2332	KBG syndrome
ORPHA:2209	Maternal phenylketonuria
ORPHA:98907	Neutral lipid storage disease with ichthyosis
ORPHA:329314	Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency
ORPHA:254854	Pure mitochondrial myopathy
ORPHA:329336	Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy
ORPHA:25968	Benign occipital epilepsy
ORPHA:73267	Non-24-hour sleep-wake syndrome
ORPHA:79096	Pyridoxal phosphate-responsive seizures
ORPHA:79155	Hydroxykynureninuria
ORPHA:231445	Paraparetic variant of Guillain-Barré syndrome
ORPHA:221091	Trigeminal neuralgia
ORPHA:83452	Complex regional pain syndrome
ORPHA:391474	Frontorhiny
ORPHA:398156	Oculoauriculofrontonasal syndrome
ORPHA:1521	Craniofrontonasal dysplasia-Poland anomaly syndrome
ORPHA:306542	Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome
ORPHA:396	Chronic hiccup
ORPHA:639	Polyneuropathy associated with IgM monoclonal gammopathy with anti-MAG
ORPHA:488437	SIX2-related frontonasal dysplasia
ORPHA:369847	Intellectual disability-hyperkinetic movement-truncal ataxia syndrome
ORPHA:140989	Primary angiitis of the central nervous system
ORPHA:99657	Primary dystonia, DYT2 type
ORPHA:71517	Rapid-onset dystonia-parkinsonism
ORPHA:513436	Autosomal recessive spastic paraplegia type 78
ORPHA:94124	Spinocerebellar ataxia with axonal neuropathy type 1
ORPHA:275872	Frontotemporal dementia with motor neuron disease
ORPHA:168782	Childhood disintegrative disorder
ORPHA:137754	Neurological conditions associated with aminoacylase 1 deficiency
ORPHA:98916	Acute inflammatory demyelinating polyradiculoneuropathy
ORPHA:209004	Axonal polyneuropathy associated with IgG/IgM/IgA monoclonal gammopathy
ORPHA:447753	Autosomal dominant spastic paraplegia type 9A
ORPHA:171442	Adult-onset nemaline myopathy
ORPHA:171439	Childhood-onset nemaline myopathy
ORPHA:464440	Primary dystonia, DYT27 type
ORPHA:420492	Adult-onset cervical dystonia, DYT23 type
ORPHA:370103	Primary dystonia, DYT17 type
ORPHA:210571	Dystonia 16
ORPHA:401795	Autosomal recessive spastic paraplegia type 59
ORPHA:401800	Autosomal recessive spastic paraplegia type 60
ORPHA:401815	Autosomal recessive spastic paraplegia type 66
ORPHA:401820	Autosomal recessive spastic paraplegia type 67
ORPHA:494526	Infantile-onset generalized dyskinesia with orofacial involvement
ORPHA:477673	Postnatal microcephaly-infantile hypotonia-spastic diplegia-dysarthria-intellectual disability syndrome
ORPHA:464282	Spastic paraplegia-severe developmental delay-epilepsy syndrome
ORPHA:401901	Huntington disease-like syndrome due to C9ORF72 expansions
ORPHA:320360	MT-ATP6-related mitochondrial spastic paraplegia
ORPHA:352596	Progressive myoclonic epilepsy with dystonia
ORPHA:468661	Autosomal recessive spastic paraplegia type 74
ORPHA:276241	Machado-Joseph disease type 2
ORPHA:276238	Machado-Joseph disease type 1
ORPHA:276183	Spinocerebellar ataxia type 32
ORPHA:276244	Machado-Joseph disease type 3
ORPHA:137888	Auriculocondylar syndrome
ORPHA:512260	Congenital cerebellar ataxia due to RNU12 mutation
ORPHA:521308	Frontonasal dysplasia-bifid nose-upper limb anomalies syndrome
ORPHA:401830	Autosomal recessive spastic paraplegia type 69
ORPHA:401840	Autosomal recessive spastic paraplegia type 71
ORPHA:401835	Autosomal recessive spastic paraplegia type 70
ORPHA:280763	Severe intellectual disability and progressive spastic paraplegia
ORPHA:352641	Autosomal recessive cerebellar ataxia with late-onset spasticity
ORPHA:157946	Huntington disease-like 3
ORPHA:391417	HSD10 disease
ORPHA:397933	Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome
ORPHA:324410	X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
ORPHA:364028	X-linked intellectual disability due to GRIA3 mutations
ORPHA:466791	Macrocephaly-intellectual disability-left ventricular non compaction syndrome
ORPHA:480880	X-linked female restricted facial dysmorphism-short stature-choanal atresia-intellectual disability
ORPHA:456328	X-linked myotubular myopathy-abnormal genitalia syndrome
ORPHA:457240	X-linked intellectual disability-short stature-overweight syndrome
ORPHA:166035	Brachydactyly-short stature-retinitis pigmentosa syndrome
ORPHA:168577	Hereditary cryohydrocytosis with reduced stomatin
ORPHA:480907	X-linked intellectual disability-global development delay-facial dysmorphism-sacral caudal remnant syndrome
ORPHA:485350	CLCN4-related X-linked intellectual disability syndrome
ORPHA:382	Guanidinoacetate methyltransferase deficiency
ORPHA:137898	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome
ORPHA:171703	Microcephaly-polymicrogyria-corpus callosum agenesis syndrome
ORPHA:98890	Early-onset X-linked optic atrophy
ORPHA:94083	Partington syndrome
ORPHA:85326	X-linked intellectual disability, Stoll type
ORPHA:85323	X-linked intellectual disability, Seemanova type
ORPHA:163979	X-linked intellectual disability-craniofacioskeletal syndrome
ORPHA:163961	X-linked cerebral-cerebellar-coloboma syndrome
ORPHA:163956	X-linked intellectual disability, Nascimento type
ORPHA:163721	Rolandic epilepsy-speech dyspraxia syndrome
ORPHA:423479	X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome
ORPHA:79233	Hypoxanthine guanine phosphoribosyltransferase partial deficiency
ORPHA:166063	Pontocerebellar hypoplasia type 4
ORPHA:168572	Native American myopathy
ORPHA:319514	Combined oxidative phosphorylation defect type 13
ORPHA:363686	Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome
ORPHA:352577	Bainbridge-Ropers syndrome
ORPHA:404440	Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency
ORPHA:356961	SLC35A2-CDG
ORPHA:42	Medium chain acyl-CoA dehydrogenase deficiency
ORPHA:268	Dysferlin-related limb-girdle muscular dystrophy R2
ORPHA:26793	Very long chain acyl-CoA dehydrogenase deficiency
ORPHA:66627	Tenosynovial giant cell tumor
ORPHA:2828	Young-onset Parkinson disease
ORPHA:85285	X-linked intellectual disability, Schimke type
ORPHA:85288	X-linked intellectual disability, Stocco Dos Santos type
ORPHA:85290	X-linked intellectual disability, Wilson type
ORPHA:496641	Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome
ORPHA:476126	Micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome
ORPHA:404454	Alacrimia-choreoathetosis-liver dysfunction syndrome
ORPHA:404448	ADNP syndrome
ORPHA:101016	Romano-Ward syndrome
ORPHA:2886	TARP syndrome
ORPHA:404443	Tatton-Brown-Rahman syndrome
ORPHA:289596	Juvenile nasopharyngeal angiofibroma
ORPHA:420179	Malan overgrowth syndrome
ORPHA:166108	Intellectual disability, Birk-Barel type
ORPHA:284339	Pontocerebellar hypoplasia type 7
ORPHA:209908	Isolated childhood apraxia of speech
ORPHA:1934	Early infantile epileptic encephalopathy
ORPHA:36387	Generalized epilepsy with febrile seizures-plus
ORPHA:279914	Intermediate uveitis
ORPHA:247585	Citrullinemia type II
ORPHA:309031	Pancreatic triacylglycerol lipase deficiency
ORPHA:320	Apparent mineralocorticoid excess
ORPHA:247525	Citrullinemia type I
ORPHA:464306	DYRK1A-related intellectual disability syndrome
ORPHA:468678	White-Sutton syndrome
ORPHA:500159	Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrom
ORPHA:404473	Severe intellectual disability-progressive spastic diplegia syndrome
ORPHA:280921	Idiopathic panuveitis
ORPHA:457485	Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome
ORPHA:556030	Early-onset familial hypoaldosteronism
ORPHA:556037	Late-onset familial hypoaldosteronism
ORPHA:99125	Congenital total pulmonary venous return anomaly
ORPHA:93110	Posterior urethral valve
ORPHA:90038	Shiga toxin-associated hemolytic uremic syndrome
ORPHA:85179	Infantile osteopetrosis with neuroaxonal dysplasia
ORPHA:180229	Polyembryoma
ORPHA:137686	Asherman syndrome
ORPHA:141291	Cleft lip and alveolus
ORPHA:137935	Laryngotracheal angioma
ORPHA:238624	Idiopathic intracranial hypertension
ORPHA:210110	Intermediate osteopetrosis
ORPHA:199306	Cleft lip/palate
ORPHA:209956	Idiopathic uveal effusion syndrome
ORPHA:411709	Renal agenesis
ORPHA:199302	Isolated cleft lip
ORPHA:137596	Neurotrophic keratopathy
ORPHA:99772	Cleft velum
ORPHA:97336	Panner disease
ORPHA:93552	Pediatric systemic lupus erythematosus
ORPHA:95427	Secondary short bowel syndrome
ORPHA:79492	Pili gemini
ORPHA:97214	Eisenmenger syndrome
ORPHA:97335	Osgood-Schlatter disease
ORPHA:97337	Sinding-Larsen-Johansson disease
ORPHA:140896	Severe acute respiratory syndrome
ORPHA:141127	Congenital tracheal stenosis
ORPHA:139507	Dietary iron overload disease
ORPHA:137914	Choanal atresia
ORPHA:93323	Fibular hemimelia
ORPHA:1199	Esophageal atresia
ORPHA:132	Butyrylcholinesterase deficiency
ORPHA:2126	Solitary fibrous tumor
ORPHA:85436	Psoriasis-related juvenile idiopathic arthritis
ORPHA:83468	Solitary bone cyst
ORPHA:86820	Familial avascular necrosis of femoral head
ORPHA:85448	AGel amyloidosis
ORPHA:141333	Biemond syndrome type 2
ORPHA:75564	Acquired idiopathic sideroblastic anemia
ORPHA:77293	Chronic visceral acid sphingomyelinase deficiency
ORPHA:370079	Proximal 16p11.2 microduplication syndrome
ORPHA:401973	MEND syndrome
ORPHA:86839	Refractory anemia with excess blasts
ORPHA:86843	Acute panmyelosis with myelofibrosis
ORPHA:86841	Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality
ORPHA:98827	Unclassified myelodysplastic syndrome
ORPHA:98826	Refractory anemia
ORPHA:98977	Juvenile glaucoma
ORPHA:98969	Macular corneal dystrophy
ORPHA:93321	Radial hemimelia
ORPHA:99926	Gestational choriocarcinoma
ORPHA:83463	Microtia
ORPHA:2177	Hydranencephaly
ORPHA:75377	Central areolar choroidal dystrophy
ORPHA:71213	Retinal capillary malformation
ORPHA:70591	Chronic thromboembolic pulmonary hypertension
ORPHA:70578	Adult acute respiratory distress syndrome
ORPHA:64280	Childhood absence epilepsy
ORPHA:230	Dopamine beta-hydroxylase deficiency
ORPHA:563	Peripartum cardiomyopathy
ORPHA:521258	Xq25 microduplication syndrome
ORPHA:353298	Roifman syndrome
ORPHA:157954	ANE syndrome
ORPHA:51636	WHIM syndrome
ORPHA:52427	Retinitis punctata albescens
ORPHA:37042	Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome
ORPHA:49041	IgG4-related retroperitoneal fibrosis
ORPHA:60033	Idiopathic bronchiectasis
ORPHA:60032	Recurrent respiratory papillomatosis
ORPHA:54370	Primary membranoproliferative glomerulonephritis
ORPHA:57196	Medial condensing osteitis of the clavicle
ORPHA:39812	Graft versus host disease
ORPHA:49566	Acquired purpura fulminans
ORPHA:35078	T-B+ severe combined immunodeficiency due to JAK3 deficiency
ORPHA:1330	Partial atrioventricular septal defect
ORPHA:100973	FRAXE intellectual disability
ORPHA:35878	Hyperinsulinism-hyperammonemia syndrome
ORPHA:251383	CK syndrome
ORPHA:514	Acute monoblastic/monocytic leukemia
ORPHA:328	Congenital factor X deficiency
ORPHA:2086	Optic pathway glioma
ORPHA:2688	Adult idiopathic neutropenia
ORPHA:288	Hereditary elliptocytosis
ORPHA:88	Idiopathic aplastic anemia
ORPHA:853	Fetal and neonatal alloimmune thrombocytopenia
ORPHA:185	Scimitar syndrome
ORPHA:470	Lysinuric protein intolerance
ORPHA:822	Hereditary spherocytosis
ORPHA:3129	Sarcosinemia
ORPHA:212	Cystathioninuria
ORPHA:325	Congenital factor II deficiency
ORPHA:141179	Non-involuting congenital hemangioma
ORPHA:2330	Kasabach-Merritt syndrome
ORPHA:767	Polyarteritis nodosa
ORPHA:141184	Rapidly involuting congenital hemangioma
ORPHA:517	Acute myelomonocytic leukemia
ORPHA:318	Acute erythroid leukemia
ORPHA:130	Brugada syndrome
ORPHA:289157	Hypocalcemic vitamin D-dependent rickets
ORPHA:464453	Acquired methemoglobinemia
ORPHA:361	Familial glucocorticoid deficiency
ORPHA:134	Beta-ketothiolase deficiency
ORPHA:3261	Autoimmune lymphoproliferative syndrome
ORPHA:140286	Secondary hypoparathyroidism due to impaired parathormon secretion
ORPHA:1063	Tufted angioma
ORPHA:82	Hereditary thrombophilia due to congenital antithrombin deficiency
ORPHA:160	Castleman disease
ORPHA:552	MODY
ORPHA:824	Primary myelofibrosis
ORPHA:520	Acute promyelocytic leukemia
ORPHA:521406	Dystonia-parkinsonism-hypermanganesemia syndrome
ORPHA:300751	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation
ORPHA:464318	Verrucous hemangioma
ORPHA:3426	Double outlet right ventricle
ORPHA:1209	Tricuspid atresia
ORPHA:416	Primary hyperoxaluria
ORPHA:3011	Spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome
ORPHA:370968	Congenital muscular dystrophy with intellectual disability
ORPHA:3260	Idiopathic hypereosinophilic syndrome
ORPHA:927	Hyperammonemia due to N-acetylglutamate synthase deficiency
ORPHA:324313	9p13 microdeletion syndrome
ORPHA:397695	3q27.3 microdeletion syndrome
ORPHA:331	Congenital factor XIII deficiency
ORPHA:505216	3-methylglutaconic aciduria type 9
ORPHA:445038	3-methylglutaconic aciduria type 7
ORPHA:86884	Subcutaneous panniculitis-like T-cell lymphoma
ORPHA:20	3-hydroxy-3-methylglutaric aciduria
ORPHA:45453	Incessant infant ventricular tachycardia
ORPHA:911	Combined immunodeficiency due to ZAP70 deficiency
ORPHA:3325	Heparin-induced thrombocytopenia
ORPHA:469	Hereditary fructose intolerance
ORPHA:348	Fructose-1,6-bisphosphatase deficiency
ORPHA:572	Immunodeficiency by defective expression of MHC class II
ORPHA:276	T-B+ severe combined immunodeficiency due to gamma chain deficiency
ORPHA:358	Gitelman syndrome
ORPHA:529665	Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome
ORPHA:486	Autosomal dominant severe congenital neutropenia
ORPHA:275	Severe combined immunodeficiency due to DCLRE1C deficiency
